id,uuid,parent_id,depth,object_id,created_at,unix_created_at,text
122198,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,18000,2015-08-02 09:44:54,1438508694,"I found it interesting that Home Depot's profits soared but their staff morale and customer satisfaction drooped - after all, that shouldn't happen with Six Sigma. Interesting too that the article talks about GE people leaving and trying elsewhere - with varying degrees of success. However, the fact that it's still used extensively suggests it has its merits"
122199,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17999,2015-08-02 09:48:31,1438508911,In plain English. It does help take away some of the mystery and show how easy it can be to use
122196,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17998,2015-08-02 09:38:33,1438508313,"As a legend, you have to listen. He believes Six Sigma helps serve the customer and get things right first time. Interesting he says it comes from the top down - in leadership bones - and this is sometimes the bit that's missing"
122200,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17997,2015-08-02 09:51:47,1438509107,I did statistical maths at school so I already understand the terms - nice to have a refresher though after so many years (not telling you just how many!!)
122206,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17996,2015-08-02 09:59:26,1438509566,"Welch ensured it became engrained by linking it to business objectives, making sure top management was properly engaged and defining the reward system by it - minimum green belt to be a manager, and bonus potential significantly influenced by six sigma results"
174768,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17990,2015-10-18 10:35:45,1445164545,enjoyed the article and since completely new to this I'm trying to keep open mind at the moment (but notice it just makes me feel tired and start to wonder who it's all really for)
122216,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17990,2015-08-02 10:10:05,1438510205,"Its useful to see such a balanced article. Lots of real positives to be gained from implementing six sigma, but some of the pitfalls along the way. I still think though if I were a small business owner, all the talk of costs, travel expenses, laptops, consultants etc would perhaps put me off!"
174765,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17989,2015-10-18 10:29:05,1445164145,agree makes sense but - not sure but what exactly but perhaps remain to be convinced 
122211,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17989,2015-08-02 10:04:52,1438509892,"Intuitively it makes sense, but I'm not sure the final conclusion 'successful project execution often depend on adequate and timely management of human resources' is fully backed up by the facts"
175301,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17988,2015-10-19 10:50:06,1445251806,"Yep. First hand. As discussed in a few posts previously I was involved in the HBOS/Lloyds Bank takeover and the emotional side of the major change management project did not go down well. One of the key reasons was because Unions were involved and they kept changing the goals posts at every opportunity they had. I am not a member of a Union but I did see the update notes that the Unions sent out (they sent them to everyone, Union member or not) and you could see how they kept changing the goal posts. It took over 9 months to go from the first announcement that the merger was going to take place to when we heard what the next steps were from a personal perspective. 9 months wait to hear how you COULD be affected. Talk about playing mind games with peoples lives."
122083,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17988,2015-08-01 12:29:52,1438432192,"I have, and as an organisation we're actually quite good at this - setting the context and rationale for change and impacts, FAQs, support etc. We have done it quite often though, we've definitely learnt from experience!"
122081,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17987,2015-08-01 12:26:17,1438431977,"I asked 'why' I had to authorise refunding a monthly fee - answer Relationship Managers weren't allowed. Why? I was told it wasn't within their discretion - I asked 'why', because that's what it says in the rules. Why does it say that in the rules 'don't know'. We changed the rules!!"
174757,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17986,2015-10-18 09:25:20,1445160320,"brainstorming possible contributing factors is only the first step because some of the ideas generated may be wrong; also it doesn't look at the relationship between the different factors.  And the categories (people, equipment, etc.), if not chosen carefully, might encourage focusing on some possible factors but not thinking of others. But there are upsides too!"
122080,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17986,2015-08-01 12:22:33,1438431753,"I've not used one, but maybe it could be a little simplistic. What happens if you get the main causes wrong, do you go down the wrong route and solve the wrong problem, or indeed make it worse?"
174679,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17984,2015-10-17 20:47:06,1445114826,very clear and helpful
133886,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17984,2015-08-14 15:52:46,1439567566,"This is a really useful end to end example (and as a tip, fits nicely with Chapter 13 in the book). Might form a basis of an assignment!
"
174681,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17983,2015-10-17 20:58:51,1445115531,mainly lack of information about customer priorities (if we are talking about patients rather than commissioners or referrers) and also lack of information about competitors on the ones that are probably most important to patients
122079,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17983,2015-08-01 12:18:37,1438431517,"That form completion is the most important part of the process, and we're worse than our competitors - oh dear!"
175330,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17982,2015-10-19 13:15:17,1445260517,"Not sure what to make of this really. I recon that Sakichi Toyoda came up with the 5 WHY Approach after spending a weekend with a 2 year old. They always ask 'why?' until they are satidfied with the answer or until someone says 'because I said so!'. Sakichi Toyoda must have thought this approach would work at work and it probably did!

However, I understand what this survey was trying to achieve but I wonder if it would have caused information overload for those who put the survey together. There doesn't seem to be consistent answers from the respondents and it would have been good to see an end of survey summary. I tried the 'LeanBlog' link shown on the first page of the document to get more information, hoping there was a summary, but nothing available in the link. 

I am not sure it was worth everyones while because it might cause too many more questions rather than answers. Perhaps that was the point of the survey thought."
174666,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17982,2015-10-17 19:49:19,1445111359,"it's very easy for things not to work, and it's also very easy to generate a load of reasons - hard to know though which are actual causes"
122078,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17982,2015-08-01 12:12:46,1438431166,"There probably isn't anything surprising in here, but it is telling how many time the human element is the reason - lack of top management support, middle management resistance, supervisor resistance, and lack of know how. It comes down to commitment - do we really want to do this - and it has to start with the top management"
174212,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17981,2015-10-16 13:22:22,1445001742,"Two things. I have been involved in a number of change management environments in the past, some were major (Lloyds taking over HBOS), some were minor (department changes). For me the biggest lesson is communication. not only who you speak to in terms of stakeholders, but how you communicate, what you communicate and when. The communication over the major changes at Lloyds/HBOS was diabolical and you had everything and everyone going in completely different directions and no-one knowing exactly where they were going. It destroyed morale and committment to the role/company. 

The second is timescales. With the best intentions people managing change don't always take everything into account, or take too much into account which delays it, and this massively impacts change timescales. We know of a direct competitor of ours (I used to work there so I jumped ship, it was a very good jump) who is introducing a new operating system, which is a very big change, and the originally expected the change to go-live on March 2015. I think they gave 9 months as the timescale. We know that the new system still has not gone live and last we heard they are expecting to go-live June 2016. So, 15 months past original go-live date clearly indicates that their change management analysis was not thorough and they underestimated the work involved. Massively. 

Ps. They did not hire/bring in change management 'specialists'."
168013,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17981,2015-10-07 12:39:25,1444221565,"I completely agree with Richard - communication throughout change, not just at the introduction of the change is key. I have seen many different changes take place in the organisations I have worked for and time and time again the feedback given is that people don't feel they are kept updated enough with what is going on and when. 
Also people respond to change in different ways and it's about identifying and understanding your team as individuals and adapting your style accordingly to support them through the change.
"
122069,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17981,2015-08-01 10:20:12,1438424412,"It doesn't appear this page is available. However, to answer the question, the biggest lesson I've learnt about introducing change is how crucial communication is in the process. And it's not just 'telling', its providing the context, the rationale, bringing the journey to life, and the reasons for the change. Even the most difficult change is achievable with good stakeholder engagement if the communication is right, the rationale is compelling and the context is provided"
174659,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17980,2015-10-17 18:58:32,1445108312,"we were asked to use it as part of an exercise on a incident investigation training.  I can see it could be useful, but on that occasion it simply seemed to add to the confusion (we were working in small groups with people we didn't know, all from different departments, and no-one from estates and facilities which is where the problem we were given to analyse had occurred)"
174230,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17980,2015-10-16 13:41:13,1445002873,"No, not something I have come across before. We do something that we call a 'process walkthrough' when we are implementing minor changes to a process. We identify which team/s are impacted by the overall process and then we nominate an experienced person from each team to join the process walkthrough. We walk the process from start to finish, incorporating the minor process change, to ensure that everyone understands the change and also to highlight any issues the minor change might cause. We make changes/adjustments if required. It is not a full VSM or process flow analysis, it is a 'quick fire' walkthrough to try and indentify any issues."
167996,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17980,2015-10-07 12:27:43,1444220863,I haven't used it but I have heard of it and studied it briefly on a previous course.
122077,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17980,2015-08-01 11:56:29,1438430189,"I haven't, but it does seem a useful concept. I've done similar by looking at cause and effect, and I do like getting my team to ask the question 'why' over and over until we find the real answer"
174627,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17979,2015-10-17 16:48:44,1445100524,"no, I agree with all of them.  Numerical targets have had a very bad effect on us. An outcomes measures prof colleague introduced me to Goodhart's Law and then i could absolutely see how it applied to us - there was a target for number of treatments for services like us and after a while treatment no longer meant treatment (it means there was an appointment of some sort which was just as likely to have been an assessment) and in fact a clinical session no longer means a clinical session (it might just be a 5 min phone call or even an email), etc.  Some time ago I was delighted to find this because it made me laugh: https://inspguilfoyle.wordpress.com/  - difference between helpful numerical measures and goals, and unhelpful arbitrary binary numerical targets.  
I also think it has changed the therapists' attitude to their work in an unhelpful way - the targets are perceived as oppressive and therefore there is a tendency to focus on meeting them with minimum effort - hence low quality as in Deming's point 11.
Probably there are situations e.g. those Greg and Ann and Katie work in where targets help people focus on absolutely the right things, but my experience is that the opposite can happen."
174084,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17979,2015-10-16 10:08:57,1444990137,"Point 11 - Eliminate numerical targets - management by objectives (targets) encourages low quality. I disagree with this point purely becuase our industry in a target driven industry. Bearing in mind it is a service industry, not manufacturing, so having measurable (or even SMART) targets to works towards is a necessity. For example, if we are making 100 processing errors per month, for example, and we give ourselves a target to get this down to 50 per month (using lean, VSM etc.) then that is a positive numerical target to work towards. It is measurable and everyone on the team will know when we have achieved the target."
173942,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17979,2015-10-15 21:03:06,1444942986,"Most seem reasonable and are focused on embedding quality. 
I don't see numerical targets as being a bad thing necessarily. 
It is good to have figures to support initiatives or change plus it enables accountability and helps to highlight potential training or development needs "
167935,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17979,2015-10-07 10:17:03,1444213023,"I don't agree with eliminating numerical targets. My team enjoy having a numerical individual and a team new business target. They feel motivated, engaged and have a sense of achievement when they see the results of their efforts displayed on our whiteboard."
122067,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17979,2015-08-01 10:08:48,1438423728,"Given our issues with quality, it's hard to disagree with the guru! Eliminating numerical targets is a nice idea, but our stakeholders might not agree!"
174623,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17978,2015-10-17 16:24:24,1445099064,"I have to confess I wouldn't have guessed that order of going about things, but now I have seen it, it certainly makes sense. I am afraid our approach might be characterised the 'just get it done!' approach, with the idea that once we have caught up with ourselves, then we'll have time to worry about quality, but in the meantime just get on top of the backlog.  But increasingly clear this is not working very well."
173935,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17978,2015-10-15 20:55:46,1444942546,"Quality should be the foundation for everything. 
In reality however cost reduction is the primary driver of change. 
Sometimes this cost reduction leads to a quality reduction also and then complaints etc result in a focus to improve quality which can increase costs and the cycle starts over. 
Sometimes the importance of quality is over looked. 
For example, the complaints received as a result of poor quality are so time consuming and costly to resolve it would be far better to maintain the cost in order to maintain the quality "
167932,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17978,2015-10-07 10:08:38,1444212518,"Yes I agree, it makes sense to create a base of quality and build up from there. 
Like Richard, I agree it probably works in theory but in practice, senior managers look straight to reducing cost as they are under pressure to achieve results and achieve them quickly."
122055,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17978,2015-08-01 09:18:12,1438420692,"In theory, it does make sense - but to the point of the question - does it happen. Probably not, people do go straight to the cost because that's intuitively what they've been told to do - cut cost. Barclays have been in the news recently, sacking their chief executive, and now saying they're going to cut 32000 jobs - that's cutting costs, but will it be the result of improved quality? I think I know the answer..............."
174622,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17977,2015-10-17 16:08:11,1445098091,Like Ann and Greg nothing is coming up to read or watch
174065,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17977,2015-10-16 09:24:20,1444987460,"I don't know. One thing we focus on in our organisation is consistency, we want the customer to have a consistent experience no matter which team/area they are engaging with. We have a total of 12 teams in Operations and we strive to have consistency across all 12 teams but not sure if we have power of purpose. We encourage, promote and provide a lot of training and qualifications to our staff to encourage understanding and consistency but not sure if that is part pf power of purpose."
173923,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17977,2015-10-15 20:38:59,1444941539,There is no text/video etc coming up here. No error message though
171067,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17977,2015-10-12 14:40:03,1444660803,The object/item/video is not coming up. There is an error saying 'this content cannot be displayed in a frame'
122056,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17977,2015-08-01 09:20:51,1438420851,"Nothing like the example here! I think all our people are committed to quality and they strive for it constantly, but as it says in the article it isn't always easy to achieve. Other things get in the way, standards slip and it's difficult to be at the top of your game at all times"
174618,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17976,2015-10-17 16:06:25,1445097985,"We experience some setting up problems which waste time.  One is that each time you log into a different computer for the first time (which happens a lot because you never know which therapy room you'll get or where you'll get a seat in the team base) you have to 'map' the shared drive before you can find any resources. Plus many of the computers are very slow to wake up.  
When running groups the room usually needs to be set up at the start and returned to original state at the end.  Equipment like flip charts and projectors have to be carried up and down stairs and packed away again.  The therapy rooms are in a different building so if a therapist is moving between the tasks of telephone triage and face to face therapy and group therapy (their 3 main 'products') they have to move building and rooms, re-set up the computer and re-find relevant resources.  Plus the therapy rooms can only be booked on the hour, so you either have an hour break or no break. 
If I have understood correctly SMED would mean finding a way that therapists could move efficiently between these tasks without having to set everything up again each time."
174142,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17976,2015-10-16 11:53:53,1444996433,"Interesting question. In a service environment you dont manufacture products so a change over from processesing one 'service' to processing another would not be tangible. We service 6 products in my organisation and n my team we have 145 processes that cover the 6 products and the majority of the processes are transferrable between products. The main difference between the 6 products are their tax atatus/treatment (some are tax free, some have tax relief upfront, some are taxed at source when income is taken) and the tax element is built into the processing system. Therefore, you wouldn't have product changeover.

Going on what Ann Nicholls said, we too have agile teams in that the majority of our staff are trained up on the 145 processes so that when we have a spike in volume on one product/process type then we can move people around very quickly to cope with the volume. I suppose this is what SMED in servicing could be?"
173919,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17976,2015-10-15 20:36:29,1444941389,We are trying to get to a situation where we have more agile teams that can help one another - at the moment most teams are only trained on one activity so stopping this process will leave the related staff idle. We have a way to go
167930,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17976,2015-10-07 10:04:06,1444212246,"I'm not sure some of them would translate completely in my organisation. 
I don't think we could completely stop a process and identify the defect as this would mean our customers would suffer. We would need to continue the process but spend time separately understanding the issue and finding ways to improve or remove it."
174617,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17975,2015-10-17 15:49:43,1445096983,"yes, agree that is the challenge - under pressure of numbers (and targets about quantity) we sort of keep going, but quality definitely suffers - see it all the time - therapist feels overloaded and does scrappy assessment - shouldn't happen, but somehow we aren't, the system isn't, helping her do it properly.  "
173905,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17975,2015-10-15 20:16:04,1444940164,I would agree. Quality should be a given regardless of all else. Customers can forgive a number of things e.g. lateness but in my opinion it is hard to recover from experiences of poor quality 
167929,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17975,2015-10-07 09:58:06,1444211886,I'm in agreement - we need to be able to provide consistent quality under any circumstances and be resilient. Quality has a big impact and should not be compromised.
122049,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17975,2015-08-01 08:48:05,1438418885,"Yep, spot on. We went through some significant changes and we weren't resilient. Our quality dipped, and their were reasons for it, but we should have been more resilient. Customers can be forgiving, especially if you have good relationships, but nonetheless you shouldn't use that fact as a 'get out of jail card' for poor quality!"
174615,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17974,2015-10-17 15:41:09,1445096469,"slightly better in my service this week than last week! we did a process mapping exercise at the away day last Wednesday and the main feedback was therapists in particular realising what they hadn't known about the overall patient journey through the system.  But it is only a beginning. 
Like Richard feel like we are fire fighting most of the time."
173901,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17974,2015-10-15 20:11:34,1444939894,We have pockets of people with really good process knowledge but outside of these pockets we have a knowledge deficit. The individuals with the process knowledge are relied upon heavily by others and for all change initiatives but can be restrictive. So we have definite requirement for knowledge transfer and increasing the levels of others on the teams 
167928,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17974,2015-10-07 09:53:40,1444211620,It's something that is being focused on at the moment as underwriting processes and tasks are being reviewed to ensure consistency across all regions.
122048,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17974,2015-08-01 08:44:56,1438418696,"Absolutely non existent!! We're so busy fire fighting, we don't seem to have time to stand back and use interventions as learning opportunities. Probably only if things go badly wrong do we use as a learning opportunity, small things going wrong just get sorted - but probably not the root cause"
174614,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17973,2015-10-17 15:30:00,1445095800,"I also get email notifications when there are invoices to be approved, and in fact they keep sending a reminder every day including the weekend until it's dealt with.
By default our patient database has an option when registering a patient that doesn't apply to our service.  If the wrong option is selected the patient's data are not picked up in reports, etc.  We got rid of all the errors so the software people could remove the option for us but two more appeared before they got to it.  I put those right yesterday and now hoping the option will be removed asap next week before any more errors appear. 
There are some mistakes you can't make in our data system (e.g. complete a clinical contact without entering purpose and type of therapy - the system won't let you save it) but there are others that unfortunately you can (such as create duplicate records). And then there are some situations where we want to enter incomplete information and the system had been 'helpfully' designed so we couldn't so then they added an over-ride button - which gets a lot of use.  Our online therapy room booking system ought to stop double-bookings, but it doesn't.
I realise these are not good examples!"
173894,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17973,2015-10-15 20:04:27,1444939467,"Email notifications to advise when payment has been submitted for approval. Prior to email notifications payments were not approved before cut offs resulting in payments not being received until the following month. Simple, inexpensive but very effective "
174611,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17972,2015-10-17 15:08:08,1445094488,reading this I feel tired rather than inspired ... but possibly because (as Greg says) this is a high level summary and perhaps therefore necessarily a bit abstract
174043,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17972,2015-10-16 07:03:13,1444978993,"Two things really - 1) Crosby is hoping for the perfect business world. 2) I wish we could have zero defects! My annual bonus would increase substantially if this were to happen! I appreciate his 14 steps to quality improvement are shown at a VERY high-level in this article but you can see the concepts he is getting across. I don't necessarily agree with point 13 - create quality councils. In my opinion, a council is another word for a committee and I am not a big fan of having committee for specific functions or purposes. We all know that a horse designed by a committee will look like a camel. "
173293,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17972,2015-10-14 21:12:18,1444857138,All makes perfect sense. Being part of a service organisation we probably don't have enough structure around our quality control and some/all of the 14 steps to Quality improvement would help us greatly-there is a high time commitment so we need to balance this against the cost of quality 
167926,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17972,2015-10-07 09:47:30,1444211250,"I'm not too sure about the 'zero defects' phrase as there is always going to be some element of human error now and again in the processes we have in my team.
"
122062,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17972,2015-08-01 09:37:30,1438421850,"If only we could achieve the 'four absolutes of quality management'. The cost of poor quality isn't always measurable, but we need to get better at it. Some of the 14 steps, such as Quality Councils' might be a step too far for us, but steps such as encouraging communication of obstacles are sound."
174607,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17971,2015-10-17 14:36:41,1445092601,it is the studying that is the weakest link for us
173267,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17971,2015-10-14 20:47:29,1444855649,"We do Plan, Study and Act but not in all cases and not consistently "
173237,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17970,2015-10-14 20:19:06,1444853946,Reworks are probably our biggest overhead-identifying and processing these. Liaising with our branch network and working with the branch network to try and educate and prevent further occurrences is very costly and time consuming. Hard Costs such as complaint handling and Appraisal Costs such as quality checks of outputs are also big costs bit reworks is the race leader
173026,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17970,2015-10-14 16:53:01,1444841581,"For me, the three main ones the article highlighted are 1) Rework, 2) Analysis of Failure and 3) supplier nonconformances. Of these three, Rework is the big cost of failure. Correcting errors in our service was a big cost to us in the past. In 2012, the company lost &pound;120,000 in administration errors. Thankfully this was before my time and for the year to date we are sitting around &pound;25,000 so a big reduction."
167923,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17970,2015-10-07 09:31:40,1444210300,Not meeting our service level agreements as not meeting these means our external customers are suffering we also be missing out on gaining new customers if we don't deliver quotes on time.
167827,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17970,2015-10-06 22:11:35,1444169495,wasted time sorting things out that shouldn't happen.  dealing with complaints.  not being able to find things.
122047,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17970,2015-08-01 08:39:45,1438418385,"Customer complaints and loss of customers. In a service industry, typically with intangible benefits to the customer, it's quite difficult to evidence quality unless a customer actually uses the service. However, if they are using the service, and its poor quality, you will lose the customer. in some ways complaints are good, as it gives you an opportunity to engage with the customer and put things right, rather than them just drifting off to another supplier"
174593,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17969,2015-10-17 13:31:13,1445088673,I hadn't heard of quality circles either.  I was taught fishbone diagrams in a training course on investigating serious untoward incidents 
173211,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17969,2015-10-14 19:59:57,1444852797,"I have never heard of the term Quality Circles. Similar to Katie, I have however used Fishbone Diagrams "
167545,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17969,2015-10-06 15:25:07,1444145107,"No I haven't heard of quality circles but I do recall vaguely the 'fishbone diagram' from a course I completed a long time ago. 
I completely agree with Ishikawa's belief that quality must be company wide in order to be successful and sustainable - it's not be achievable otherwise."
122058,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17969,2015-08-01 09:29:10,1438421350,I'd heard the term but never done any as far as I can recollect. I shall read the book!!
174586,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17968,2015-10-17 13:25:09,1445088309,sounds good - I don't know enough yet though
172333,a85dea09-f4fc-4b9d-b528-06c9be426dc1,NULL,1,17968,2015-10-13 21:20:47,1444771247,I believe the Quality Trilogy is just as relevant today as is the idea that quality must start from the top down 
171062,25f9ea02-9283-4fc7-9188-f2c3bdee7827,NULL,1,17968,2015-10-12 14:30:14,1444660214,"Yes, they do. Businesses in the 80s had the same issues and the businesses of today. I suppose the main difference is that businesses are more global now than they were back then so 'cheap labour', multiple currencies, different tax juristictions and marketing strategies will differ country to country."
167541,3ea6965f-d6b3-447c-9df6-e64483bd9872,NULL,1,17968,2015-10-06 15:17:07,1444144627,"Completely - the quality trilogy is still very relevant as are the key steps. 
I also agree that quality must start at the top with senior managers promoting quality down the structure."
122045,981714d6-e7d5-4c44-9e20-6f446487a53a,NULL,1,17968,2015-08-01 08:35:23,1438418123,"I would say so - the three main thrusts resonate in much management literature, and he's right to say that earlier attempts at quality management weren't particularly robust as they lacked senior management leadership and were a touch powder puff in their approach"
174579,4e504184-ab83-463f-b46e-a8571398cc9c,NULL,1,17967,2015-10-17 13:05:05,1445087105,"hard to know from these summaries. I hadn't heard of either before (and also wonder how come no-one told me!). I have just started reading 'The Essential Deming' and really like the first chapter 'The world is being ruined by our best efforts' because although written some time ago it rings so true (of my service at least). Whether I'll be able to start putting things right is another question of course.   BTW, after the last module I got a copy of The Goal - very enjoyable read (I have a 30-40 minute train commute which is good reading opportunity but the course textbook is a bit too heavy for that in both senses of the word) "
